State,Education,TimeFrame,Data
Virginia,Associate's Degree,2014,349000
Virginia,Bachelor's Degree,2014,1008000
Virginia,Graduate degree,2014,727000
Virginia,Not a high school graduate,2015,411000
Virginia,High school diploma or GED,2015,1969000
Virginia,Associate's Degree,2015,365000
Virginia,Bachelor's Degree,2015,1030000
Virginia,Graduate degree,2015,722000
Virginia,Not a high school graduate,2016,413000
Virginia,High school diploma or GED,2016,1915000
Virginia,Associate's Degree,2016,370000
Virginia,Bachelor's Degree,2016,1041000
Virginia,Graduate degree,2016,754000
Virginia,Not a high school graduate,2017,393000
Virginia,High school diploma or GED,2017,1911000
Virginia,Associate's Degree,2017,378000
Virginia,Bachelor's Degree,2017,1060000
Virginia,Graduate degree,2017,765000
Virginia,Not a high school graduate,2018,386000
Virginia,High school diploma or GED,2018,1883000
Virginia,Associate's Degree,2018,379000
Virginia,Bachelor's Degree,2018,1069000
Virginia,Graduate degree,2018,787000
Washington,Not a high school graduate,2000,282000
Washington,High school diploma or GED,2000,1596000
Washington,Associate's Degree,2000,273000
Washington,Bachelor's Degree,2000,640000
Washington,Graduate degree,2000,334000
Washington,Not a high school graduate,2001,301000
Washington,High school diploma or GED,2001,1582000
Washington,Associate's Degree,2001,300000
Washington,Bachelor's Degree,2001,662000
Washington,Graduate degree,2001,326000
Washington,Not a high school graduate,2002,300000
Washington,High school diploma or GED,2002,1612000
Washington,Associate's Degree,2002,317000
Washington,Bachelor's Degree,2002,673000
Washington,Graduate degree,2002,337000
Washington,Not a high school graduate,2003,288000
Washington,High school diploma or GED,2003,1655000
Washington,Associate's Degree,2003,307000
Washington,Bachelor's Degree,2003,697000
Washington,Graduate degree,2003,340000
Washington,Not a high school graduate,2004,307000
Washington,High school diploma or GED,2004,1617000
Washington,Associate's Degree,2004,316000
Washington,Bachelor's Degree,2004,716000
Washington,Graduate degree,2004,373000
Washington,Not a high school graduate,2005,328000
Washington,High school diploma or GED,2005,1648000
Washington,Associate's Degree,2005,346000
Washington,Bachelor's Degree,2005,705000
Washington,Graduate degree,2005,364000
Washington,Not a high school graduate,2006,341000
Washington,High school diploma or GED,2006,1689000
Washington,Associate's Degree,2006,363000
Washington,Bachelor's Degree,2006,738000
Washington,Graduate degree,2006,386000
Washington,Not a high school graduate,2007,336000
Washington,High school diploma or GED,2007,1729000
Washington,Associate's Degree,2007,375000
Washington,Bachelor's Degree,2007,734000
Washington,Graduate degree,2007,397000
Washington,Not a high school graduate,2008,333000
Washington,High school diploma or GED,2008,1757000
Washington,Associate's Degree,2008,368000
Washington,Bachelor's Degree,2008,751000
Washington,Graduate degree,2008,396000
Washington,Not a high school graduate,2009,345000
Washington,High school diploma or GED,2009,1757000
Washington,Associate's Degree,2009,370000
Washington,Bachelor's Degree,2009,762000
Washington,Graduate degree,2009,411000
Washington,Not a high school graduate,2010,342000
Washington,High school diploma or GED,2010,1771000
Washington,Associate's Degree,2010,380000
Washington,Bachelor's Degree,2010,772000
Washington,Graduate degree,2010,410000
Washington,Not a high school graduate,2011,336000
Washington,High school diploma or GED,2011,1774000
Washington,Associate's Degree,2011,396000
Washington,Bachelor's Degree,2011,783000
Washington,Graduate degree,2011,432000
Washington,Not a high school graduate,2012,336000
Washington,High school diploma or GED,2012,1803000
Washington,Associate's Degree,2012,392000
Washington,Bachelor's Degree,2012,789000
Washington,Graduate degree,2012,417000
Washington,Not a high school graduate,2013,352000
Washington,High school diploma or GED,2013,1759000
Washington,Associate's Degree,2013,387000
Washington,Bachelor's Degree,2013,823000
Washington,Graduate degree,2013,435000
Washington,Not a high school graduate,2014,346000
Washington,High school diploma or GED,2014,1753000
Washington,Associate's Degree,2014,410000
Washington,Bachelor's Degree,2014,830000
Washington,Graduate degree,2014,453000
Washington,Not a high school graduate,2015,342000
Washington,High school diploma or GED,2015,1772000
Washington,Associate's Degree,2015,399000
Washington,Bachelor's Degree,2015,869000
Washington,Graduate degree,2015,471000
Washington,Not a high school graduate,2016,351000
Washington,High school diploma or GED,2016,1754000
Washington,Associate's Degree,2016,407000
Washington,Bachelor's Degree,2016,896000
Washington,Graduate degree,2016,510000
Washington,Not a high school graduate,2017,336000
Washington,Graduate degree,2017,523000
Washington,Not a high school graduate,2018,342000
Washington,High school diploma or GED,2018,1758000
Washington,Associate's Degree,2018,434000
Washington,Bachelor's Degree,2018,962000
Washington,Graduate degree,2018,555000
Washington,High school diploma or GED,2017,1778000
Washington,Associate's Degree,2017,424000
Washington,Bachelor's Degree,2017,924000
West Virginia,Not a high school graduate,2000,187000
West Virginia,High school diploma or GED,2000,571000
West Virginia,Associate's Degree,2000,45000
West Virginia,Bachelor's Degree,2000,95000
West Virginia,Graduate degree,2000,55000
West Virginia,Not a high school graduate,2001,182000
West Virginia,High school diploma or GED,2001,556000
West Virginia,Associate's Degree,2001,51000
West Virginia,Bachelor's Degree,2001,96000
West Virginia,Graduate degree,2001,61000
West Virginia,Not a high school graduate,2002,155000
West Virginia,High school diploma or GED,2002,571000
West Virginia,Associate's Degree,2002,58000
West Virginia,Bachelor's Degree,2002,100000
West Virginia,Graduate degree,2002,69000
West Virginia,Not a high school graduate,2003,157000
West Virginia,High school diploma or GED,2003,562000
West Virginia,Associate's Degree,2003,55000
West Virginia,Bachelor's Degree,2003,113000
West Virginia,Graduate degree,2003,66000
West Virginia,Not a high school graduate,2004,150000
West Virginia,High school diploma or GED,2004,591000
West Virginia,Associate's Degree,2004,55000
West Virginia,Bachelor's Degree,2004,110000
West Virginia,Graduate degree,2004,62000
West Virginia,Not a high school graduate,2005,136000
West Virginia,High school diploma or GED,2005,593000
West Virginia,Associate's Degree,2005,62000
West Virginia,Bachelor's Degree,2005,110000
West Virginia,Graduate degree,2005,71000
West Virginia,Not a high school graduate,2006,140000
West Virginia,High school diploma or GED,2006,598000
West Virginia,Associate's Degree,2006,67000
West Virginia,Bachelor's Degree,2006,110000
West Virginia,Graduate degree,2006,69000
West Virginia,Not a high school graduate,2007,140000
West Virginia,High school diploma or GED,2007,585000
West Virginia,Associate's Degree,2007,70000
West Virginia,Bachelor's Degree,2007,117000
West Virginia,Graduate degree,2007,69000
West Virginia,Not a high school graduate,2008,135000
West Virginia,High school diploma or GED,2008,595000
West Virginia,Associate's Degree,2008,67000
West Virginia,Bachelor's Degree,2008,115000
West Virginia,Graduate degree,2008,69000
West Virginia,Not a high school graduate,2009,125000
West Virginia,High school diploma or GED,2009,594000
West Virginia,Associate's Degree,2009,69000
West Virginia,Bachelor's Degree,2009,118000
West Virginia,Graduate degree,2009,71000
West Virginia,Not a high school graduate,2010,127000
West Virginia,High school diploma or GED,2010,610000
West Virginia,Associate's Degree,2010,67000
West Virginia,Bachelor's Degree,2010,121000
West Virginia,Graduate degree,2010,71000
West Virginia,Not a high school graduate,2011,123000
West Virginia,High school diploma or GED,2011,594000
West Virginia,Associate's Degree,2011,74000
West Virginia,Bachelor's Degree,2011,130000
West Virginia,Graduate degree,2011,72000
West Virginia,Not a high school graduate,2012,119000
West Virginia,High school diploma or GED,2012,592000
West Virginia,Associate's Degree,2012,72000
West Virginia,Bachelor's Degree,2012,124000
West Virginia,Graduate degree,2012,77000
West Virginia,Not a high school graduate,2013,122000
West Virginia,High school diploma or GED,2013,575000
West Virginia,Associate's Degree,2013,77000
West Virginia,Bachelor's Degree,2013,122000
West Virginia,Graduate degree,2013,77000
West Virginia,Not a high school graduate,2014,111000
West Virginia,High school diploma or GED,2014,579000
West Virginia,Associate's Degree,2014,74000
West Virginia,Bachelor's Degree,2014,129000
West Virginia,Graduate degree,2014,74000
West Virginia,Not a high school graduate,2015,105000
West Virginia,High school diploma or GED,2015,580000
West Virginia,Associate's Degree,2015,76000
West Virginia,Bachelor's Degree,2015,126000
West Virginia,Graduate degree,2015,76000
West Virginia,Not a high school graduate,2016,110000
West Virginia,High school diploma or GED,2016,548000
West Virginia,Associate's Degree,2016,80000
West Virginia,Bachelor's Degree,2016,131000
West Virginia,Graduate degree,2016,80000
West Virginia,Not a high school graduate,2017,97000
West Virginia,High school diploma or GED,2017,559000
West Virginia,Associate's Degree,2017,74000
West Virginia,Bachelor's Degree,2017,125000
West Virginia,Not a high school graduate,2018,93000
West Virginia,High school diploma or GED,2018,540000
West Virginia,Associate's Degree,2018,79000
West Virginia,Bachelor's Degree,2018,129000
West Virginia,Graduate degree,2018,78000
West Virginia,Graduate degree,2017,73000
Wisconsin,Not a high school graduate,2000,273000
Wisconsin,High school diploma or GED,2000,1551000
Wisconsin,Associate's Degree,2000,232000
Wisconsin,Bachelor's Degree,2000,484000
Wisconsin,Graduate degree,2000,205000
Wisconsin,Not a high school graduate,2001,287000
Wisconsin,High school diploma or GED,2001,1568000
Wisconsin,Associate's Degree,2001,253000
Wisconsin,Bachelor's Degree,2001,499000
Wisconsin,Graduate degree,2001,216000
Wisconsin,Not a high school graduate,2002,280000
Wisconsin,High school diploma or GED,2002,1568000
Wisconsin,Associate's Degree,2002,255000
Wisconsin,Bachelor's Degree,2002,502000
Wisconsin,Graduate degree,2002,215000
Wisconsin,Not a high school graduate,2003,264000
Wisconsin,High school diploma or GED,2003,1554000
Wisconsin,Associate's Degree,2003,277000
Wisconsin,Bachelor's Degree,2003,491000
Wisconsin,Graduate degree,2003,242000
Wisconsin,Not a high school graduate,2004,284000
Wisconsin,High school diploma or GED,2004,1543000
Wisconsin,Associate's Degree,2004,290000
Wisconsin,Bachelor's Degree,2004,528000
Wisconsin,Graduate degree,2004,238000
Wisconsin,Not a high school graduate,2005,238000
Wisconsin,High school diploma or GED,2005,1580000
Wisconsin,Associate's Degree,2005,294000
Wisconsin,Bachelor's Degree,2005,540000
Wisconsin,Graduate degree,2005,252000
Wisconsin,Not a high school graduate,2006,252000
Wisconsin,High school diploma or GED,2006,1593000
Wisconsin,Associate's Degree,2006,303000
Wisconsin,Bachelor's Degree,2006,549000
Wisconsin,Graduate degree,2006,263000
Wisconsin,Not a high school graduate,2007,243000
Wisconsin,High school diploma or GED,2007,1614000
Wisconsin,Associate's Degree,2007,304000
Wisconsin,Bachelor's Degree,2007,561000
Wisconsin,Graduate degree,2007,268000
Wisconsin,Not a high school graduate,2008,240000
Wisconsin,High school diploma or GED,2008,1627000
Wisconsin,Associate's Degree,2008,303000
Wisconsin,Bachelor's Degree,2008,569000
Wisconsin,Graduate degree,2008,271000
Wisconsin,Not a high school graduate,2009,240000
Wisconsin,High school diploma or GED,2009,1615000
Wisconsin,Associate's Degree,2009,312000
Wisconsin,Bachelor's Degree,2009,569000
Wisconsin,Graduate degree,2009,265000
Wisconsin,Not a high school graduate,2010,232000
Wisconsin,High school diploma or GED,2010,1608000
Wisconsin,Associate's Degree,2010,326000
Wisconsin,Bachelor's Degree,2010,572000
Wisconsin,Graduate degree,2010,282000
Wisconsin,Not a high school graduate,2011,233000
Wisconsin,High school diploma or GED,2011,1604000
Wisconsin,Associate's Degree,2011,337000
Wisconsin,Bachelor's Degree,2011,583000
Wisconsin,Graduate degree,2011,282000
Wisconsin,Not a high school graduate,2012,223000
Wisconsin,High school diploma or GED,2012,1569000
Wisconsin,Associate's Degree,2012,350000
Wisconsin,Bachelor's Degree,2012,596000
Wisconsin,Graduate degree,2012,292000
Wisconsin,Not a high school graduate,2013,227000
Wisconsin,High school diploma or GED,2013,1559000
Wisconsin,Associate's Degree,2013,348000
Wisconsin,Bachelor's Degree,2013,608000
Wisconsin,Graduate degree,2013,288000
Wisconsin,Not a high school graduate,2014,222000
Wisconsin,High school diploma or GED,2014,1527000
Wisconsin,Associate's Degree,2014,358000
Wisconsin,Bachelor's Degree,2014,621000
Wisconsin,Graduate degree,2014,294000
Wisconsin,Not a high school graduate,2015,221000
Wisconsin,High school diploma or GED,2015,1522000
Wisconsin,Associate's Degree,2015,361000
Wisconsin,Bachelor's Degree,2015,626000
Wisconsin,Graduate degree,2015,288000
Wisconsin,Not a high school graduate,2016,212000
Wisconsin,High school diploma or GED,2016,1490000
Wisconsin,Associate's Degree,2016,366000
Wisconsin,Bachelor's Degree,2016,629000
Wisconsin,Graduate degree,2016,309000
Wisconsin,Not a high school graduate,2017,199000
Wisconsin,High school diploma or GED,2017,1466000
Wisconsin,Graduate degree,2017,319000
Wisconsin,Not a high school graduate,2018,217000
Wisconsin,High school diploma or GED,2018,1463000
Wisconsin,Associate's Degree,2018,370000
Wisconsin,Bachelor's Degree,2018,634000
Wisconsin,Graduate degree,2018,321000
Wisconsin,Associate's Degree,2017,372000
Wisconsin,Bachelor's Degree,2017,646000
Wyoming,Not a high school graduate,2000,24000
Wyoming,High school diploma or GED,2000,142000
Wyoming,Associate's Degree,2000,21000
Wyoming,Bachelor's Degree,2000,47000
Wyoming,Graduate degree,2000,18000
Wyoming,Not a high school graduate,2001,24000
Wyoming,High school diploma or GED,2001,147000
Wyoming,Associate's Degree,2001,22000
Wyoming,Bachelor's Degree,2001,45000
Wyoming,Graduate degree,2001,18000
Wyoming,Not a high school graduate,2002,20000
Wyoming,High school diploma or GED,2002,150000
Wyoming,Associate's Degree,2002,23000
Wyoming,Bachelor's Degree,2002,46000
Wyoming,Graduate degree,2002,19000
Wyoming,Not a high school graduate,2003,20000
Wyoming,High school diploma or GED,2003,151000
Wyoming,Associate's Degree,2003,25000
Wyoming,Bachelor's Degree,2003,45000
Wyoming,Graduate degree,2003,19000
Wyoming,Not a high school graduate,2004,20000
Wyoming,High school diploma or GED,2004,150000
Wyoming,Associate's Degree,2004,27000
Wyoming,Bachelor's Degree,2004,49000
Wyoming,Graduate degree,2004,21000
Wyoming,Not a high school graduate,2005,18000
Wyoming,High school diploma or GED,2005,163000
Wyoming,Associate's Degree,2005,24000
Wyoming,Bachelor's Degree,2005,46000
Wyoming,Graduate degree,2005,22000
Wyoming,Not a high school graduate,2006,21000
Wyoming,High school diploma or GED,2006,163000
Wyoming,Associate's Degree,2006,30000
Wyoming,Bachelor's Degree,2006,45000
Wyoming,Graduate degree,2006,20000
Wyoming,Not a high school graduate,2007,20000
Wyoming,High school diploma or GED,2007,160000
Wyoming,Associate's Degree,2007,32000
Wyoming,Bachelor's Degree,2007,46000
Wyoming,Graduate degree,2007,22000
Wyoming,Not a high school graduate,2008,18000
Wyoming,High school diploma or GED,2008,163000
Wyoming,Associate's Degree,2008,32000
Wyoming,Bachelor's Degree,2008,48000
Wyoming,Graduate degree,2008,22000
Wyoming,Not a high school graduate,2009,19000
Wyoming,High school diploma or GED,2009,170000
Wyoming,Associate's Degree,2009,30000
Wyoming,Bachelor's Degree,2009,48000
Wyoming,Graduate degree,2009,23000
Wyoming,Not a high school graduate,2010,17000
Wyoming,High school diploma or GED,2010,171000
Wyoming,Associate's Degree,2010,37000
Wyoming,Bachelor's Degree,2010,51000
Wyoming,Graduate degree,2010,24000
Wyoming,Not a high school graduate,2011,21000
Wyoming,High school diploma or GED,2011,172000
Wyoming,Associate's Degree,2011,32000
Wyoming,Bachelor's Degree,2011,52000
Wyoming,Graduate degree,2011,25000
Wyoming,Not a high school graduate,2012,21000
Wyoming,High school diploma or GED,2012,172000
Wyoming,Associate's Degree,2012,34000
Wyoming,Bachelor's Degree,2012,55000
Wyoming,Graduate degree,2012,24000
Wyoming,Not a high school graduate,2013,16000
Wyoming,High school diploma or GED,2013,170000
Wyoming,Associate's Degree,2013,36000
Wyoming,Bachelor's Degree,2013,57000
Wyoming,Graduate degree,2013,28000
Wyoming,Not a high school graduate,2014,21000
Wyoming,High school diploma or GED,2014,169000
Wyoming,Associate's Degree,2014,36000
Wyoming,Bachelor's Degree,2014,56000
Wyoming,Graduate degree,2014,26000
Wyoming,Not a high school graduate,2015,23000
Wyoming,High school diploma or GED,2015,168000
Wyoming,Associate's Degree,2015,37000
Wyoming,Bachelor's Degree,2015,53000
Wyoming,Graduate degree,2015,26000
Wyoming,Not a high school graduate,2016,18000
Wyoming,High school diploma or GED,2016,163000
Wyoming,Associate's Degree,2016,39000
Wyoming,Bachelor's Degree,2016,54000
Wyoming,Graduate degree,2016,29000
Wyoming,Not a high school graduate,2017,20000
Wyoming,High school diploma or GED,2017,161000
Wyoming,Associate's Degree,2017,34000
Wyoming,Bachelor's Degree,2017,53000
Wyoming,Not a high school graduate,2018,17000
Wyoming,High school diploma or GED,2018,162000
Wyoming,Associate's Degree,2018,36000
Wyoming,Bachelor's Degree,2018,52000
Wyoming,Graduate degree,2018,29000
Wyoming,Graduate degree,2017,29000
Puerto Rico,Not a high school graduate,2005,510000
Puerto Rico,High school diploma or GED,2005,771000
Puerto Rico,Associate's Degree,2005,217000
Puerto Rico,Bachelor's Degree,2005,342000
Puerto Rico,Graduate degree,2005,113000
Puerto Rico,Not a high school graduate,2006,529000
Puerto Rico,High school diploma or GED,2006,810000
Puerto Rico,Associate's Degree,2006,193000
Puerto Rico,Bachelor's Degree,2006,353000
Puerto Rico,Graduate degree,2006,112000
Puerto Rico,Not a high school graduate,2007,525000
Puerto Rico,High school diploma or GED,2007,813000
Puerto Rico,Associate's Degree,2007,193000
Puerto Rico,Bachelor's Degree,2007,363000
Puerto Rico,Graduate degree,2007,123000
Puerto Rico,Not a high school graduate,2008,520000
Puerto Rico,High school diploma or GED,2008,830000
Puerto Rico,Associate's Degree,2008,197000
Puerto Rico,Bachelor's Degree,2008,358000
Puerto Rico,Graduate degree,2008,126000
Puerto Rico,Not a high school graduate,2009,482000
Puerto Rico,High school diploma or GED,2009,857000
Puerto Rico,Associate's Degree,2009,201000
Puerto Rico,Bachelor's Degree,2009,377000
Puerto Rico,Graduate degree,2009,119000
Puerto Rico,Not a high school graduate,2010,432000
Puerto Rico,High school diploma or GED,2010,797000
Puerto Rico,Associate's Degree,2010,190000
Puerto Rico,Bachelor's Degree,2010,347000
Puerto Rico,Graduate degree,2010,134000
Puerto Rico,Not a high school graduate,2011,402000
Puerto Rico,High school diploma or GED,2011,785000
Puerto Rico,Associate's Degree,2011,192000
Puerto Rico,Bachelor's Degree,2011,367000
Puerto Rico,Graduate degree,2011,132000
Puerto Rico,Not a high school graduate,2012,361000
Puerto Rico,High school diploma or GED,2012,780000
Puerto Rico,Associate's Degree,2012,196000
Puerto Rico,Bachelor's Degree,2012,375000
Puerto Rico,Graduate degree,2012,138000
Puerto Rico,Not a high school graduate,2013,348000
Puerto Rico,High school diploma or GED,2013,760000
Puerto Rico,Associate's Degree,2013,208000
Puerto Rico,Bachelor's Degree,2013,361000
Puerto Rico,Graduate degree,2013,142000
Puerto Rico,Not a high school graduate,2014,330000
Puerto Rico,High school diploma or GED,2014,762000
Puerto Rico,Associate's Degree,2014,195000
Puerto Rico,Bachelor's Degree,2014,355000
Puerto Rico,Graduate degree,2014,142000
Puerto Rico,Not a high school graduate,2015,303000
Puerto Rico,High school diploma or GED,2015,751000
Puerto Rico,Associate's Degree,2015,202000
Puerto Rico,Bachelor's Degree,2015,361000
Puerto Rico,Graduate degree,2015,138000
Puerto Rico,Not a high school graduate,2016,276000
Puerto Rico,High school diploma or GED,2016,744000
Puerto Rico,Associate's Degree,2016,206000
Puerto Rico,Bachelor's Degree,2016,365000
Puerto Rico,Graduate degree,2016,136000
Puerto Rico,Not a high school graduate,2017,259000
Puerto Rico,High school diploma or GED,2017,721000
Puerto Rico,Associate's Degree,2017,207000
Puerto Rico,Graduate degree,2017,138000
Puerto Rico,Not a high school graduate,2018,233000
Puerto Rico,High school diploma or GED,2018,692000
Puerto Rico,Associate's Degree,2018,207000
Puerto Rico,Bachelor's Degree,2018,350000
Puerto Rico,Graduate degree,2018,144000
Puerto Rico,Bachelor's Degree,2017,361000
Puerto Rico,Graduate degree,2017,0.08
Puerto Rico,Not a high school graduate,2018,0.14
Puerto Rico,High school diploma or GED,2018,0.43
Puerto Rico,Associate's Degree,2018,0.13
Puerto Rico,Bachelor's Degree,2018,0.22
Puerto Rico,Graduate degree,2018,0.09
Puerto Rico,Bachelor's Degree,2017,0.21
Puerto Rico,Associate's Degree,2017,0.12
Puerto Rico,High school diploma or GED,2017,0.43
Puerto Rico,Not a high school graduate,2017,0.15
Puerto Rico,Graduate degree,2016,0.08
Puerto Rico,Bachelor's Degree,2016,0.21
Puerto Rico,Associate's Degree,2016,0.12
Puerto Rico,High school diploma or GED,2016,0.43
Puerto Rico,Not a high school graduate,2016,0.16
Puerto Rico,Graduate degree,2015,0.08
Puerto Rico,Bachelor's Degree,2015,0.21
Puerto Rico,Associate's Degree,2015,0.12
Puerto Rico,High school diploma or GED,2015,0.43
Puerto Rico,Not a high school graduate,2015,0.17
Puerto Rico,Graduate degree,2014,0.08
Puerto Rico,Bachelor's Degree,2014,0.2
Puerto Rico,Associate's Degree,2014,0.11
Puerto Rico,High school diploma or GED,2014,0.43
Puerto Rico,Graduate degree,2013,0.08
Puerto Rico,Not a high school graduate,2014,0.18
Puerto Rico,Bachelor's Degree,2013,0.2
Puerto Rico,Associate's Degree,2013,0.11
Puerto Rico,High school diploma or GED,2013,0.42
Puerto Rico,Not a high school graduate,2013,0.19
Puerto Rico,Graduate degree,2012,0.07
Puerto Rico,Bachelor's Degree,2012,0.2
Puerto Rico,Associate's Degree,2012,0.11
Puerto Rico,High school diploma or GED,2012,0.42
Puerto Rico,Not a high school graduate,2012,0.2
Puerto Rico,Graduate degree,2011,0.07
Puerto Rico,Bachelor's Degree,2011,0.2
Puerto Rico,Associate's Degree,2011,0.1
Puerto Rico,High school diploma or GED,2011,0.42
Puerto Rico,Graduate degree,2010,0.07
Puerto Rico,Not a high school graduate,2011,0.21
Puerto Rico,Bachelor's Degree,2010,0.18
Puerto Rico,Associate's Degree,2010,0.1
Puerto Rico,High school diploma or GED,2010,0.42
Puerto Rico,Not a high school graduate,2010,0.23
Puerto Rico,Graduate degree,2009,0.06
Puerto Rico,Bachelor's Degree,2009,0.18
Puerto Rico,Associate's Degree,2009,0.1
Puerto Rico,High school diploma or GED,2009,0.42
Puerto Rico,Not a high school graduate,2009,0.24
Puerto Rico,Graduate degree,2008,0.06
Puerto Rico,Bachelor's Degree,2008,0.18
Puerto Rico,Associate's Degree,2008,0.1
Puerto Rico,High school diploma or GED,2008,0.41
Puerto Rico,Graduate degree,2007,0.06
Puerto Rico,Not a high school graduate,2008,0.26
Puerto Rico,Bachelor's Degree,2007,0.18
Puerto Rico,Associate's Degree,2007,0.1
Puerto Rico,High school diploma or GED,2007,0.4
Puerto Rico,Graduate degree,2006,0.06
Puerto Rico,Not a high school graduate,2007,0.26
Puerto Rico,Bachelor's Degree,2006,0.18
Puerto Rico,High school diploma or GED,2006,0.41
Puerto Rico,Associate's Degree,2006,0.1
Puerto Rico,Not a high school graduate,2006,0.27
Puerto Rico,Graduate degree,2005,0.06
Puerto Rico,Associate's Degree,2005,0.11
Puerto Rico,Bachelor's Degree,2005,0.18
Puerto Rico,High school diploma or GED,2005,0.4
Wyoming,Graduate degree,2017,0.1
Wyoming,Not a high school graduate,2018,0.06
Wyoming,High school diploma or GED,2018,0.54
Wyoming,Associate's Degree,2018,0.12
Wyoming,Bachelor's Degree,2018,0.18
Wyoming,Graduate degree,2018,0.1
Puerto Rico,Not a high school graduate,2005,0.26
Wyoming,Bachelor's Degree,2017,0.18
Wyoming,Associate's Degree,2017,0.11
Wyoming,High school diploma or GED,2017,0.54
Wyoming,Not a high school graduate,2017,0.07
Wyoming,Graduate degree,2016,0.09
Wyoming,Bachelor's Degree,2016,0.18
Wyoming,Associate's Degree,2016,0.13
Wyoming,High school diploma or GED,2016,0.54
Wyoming,Not a high school graduate,2016,0.06
Wyoming,Graduate degree,2015,0.09
Wyoming,Bachelor's Degree,2015,0.17
Wyoming,Associate's Degree,2015,0.12
Wyoming,High school diploma or GED,2015,0.55
Wyoming,Graduate degree,2014,0.08
Wyoming,Not a high school graduate,2015,0.07
Wyoming,Bachelor's Degree,2014,0.18
Wyoming,Associate's Degree,2014,0.12
Wyoming,High school diploma or GED,2014,0.55
Wyoming,Not a high school graduate,2014,0.07
Wyoming,Graduate degree,2013,0.09
Wyoming,Bachelor's Degree,2013,0.19
Wyoming,Associate's Degree,2013,0.12
Wyoming,High school diploma or GED,2013,0.55
Wyoming,Not a high school graduate,2013,0.05
Wyoming,Graduate degree,2012,0.08
Wyoming,Bachelor's Degree,2012,0.18
Wyoming,Associate's Degree,2012,0.11
Wyoming,High school diploma or GED,2012,0.56
Wyoming,Graduate degree,2011,0.08
Wyoming,Not a high school graduate,2012,0.07
Wyoming,Bachelor's Degree,2011,0.17
Wyoming,Associate's Degree,2011,0.11
Wyoming,High school diploma or GED,2011,0.57
Wyoming,Not a high school graduate,2011,0.07
Wyoming,Graduate degree,2010,0.08
Wyoming,Bachelor's Degree,2010,0.17
Wyoming,Associate's Degree,2010,0.12
Wyoming,High school diploma or GED,2010,0.57
Wyoming,Not a high school graduate,2010,0.06
Wyoming,Graduate degree,2009,0.08
Wyoming,Bachelor's Degree,2009,0.17
Wyoming,Associate's Degree,2009,0.1
Wyoming,High school diploma or GED,2009,0.59
Wyoming,Not a high school graduate,2009,0.06
Wyoming,Graduate degree,2008,0.08
Wyoming,Bachelor's Degree,2008,0.17
Wyoming,Associate's Degree,2008,0.11
Wyoming,High school diploma or GED,2008,0.58
Wyoming,Not a high school graduate,2008,0.06
Wyoming,Graduate degree,2007,0.08
Wyoming,Bachelor's Degree,2007,0.17
Wyoming,Associate's Degree,2007,0.11
Wyoming,High school diploma or GED,2007,0.57
Wyoming,Not a high school graduate,2007,0.07
Wyoming,Graduate degree,2006,0.07
Wyoming,Bachelor's Degree,2006,0.16
Wyoming,Associate's Degree,2006,0.11
Wyoming,High school diploma or GED,2006,0.59
Wyoming,Graduate degree,2005,0.08
Wyoming,Not a high school graduate,2006,0.07
Wyoming,Bachelor's Degree,2005,0.17
Wyoming,Associate's Degree,2005,0.09
Wyoming,High school diploma or GED,2005,0.6
Wyoming,Not a high school graduate,2005,0.06
Wyoming,Graduate degree,2004,0.08
Wyoming,Bachelor's Degree,2004,0.18
Wyoming,Associate's Degree,2004,0.1
Wyoming,High school diploma or GED,2004,0.56
Wyoming,Not a high school graduate,2004,0.08
Wyoming,Bachelor's Degree,2003,0.17
Wyoming,Graduate degree,2003,0.07
Wyoming,Associate's Degree,2003,0.1
Wyoming,High school diploma or GED,2003,0.58
Wyoming,Graduate degree,2002,0.07
Wyoming,Not a high school graduate,2003,0.08
Wyoming,Bachelor's Degree,2002,0.18
Wyoming,Associate's Degree,2002,0.09
Wyoming,High school diploma or GED,2002,0.58
Wyoming,Not a high school graduate,2002,0.08
Wyoming,Bachelor's Degree,2001,0.18
Wyoming,Graduate degree,2001,0.07
Wyoming,Associate's Degree,2001,0.09
Wyoming,High school diploma or GED,2001,0.57
Wyoming,Graduate degree,2000,0.07
Wyoming,Not a high school graduate,2001,0.09
Wyoming,Bachelor's Degree,2000,0.19
Wyoming,High school diploma or GED,2000,0.56
Wyoming,Associate's Degree,2000,0.08
Wisconsin,Graduate degree,2017,0.11
Wisconsin,Bachelor's Degree,2017,0.22
Wisconsin,Not a high school graduate,2018,0.07
Wisconsin,High school diploma or GED,2018,0.49
Wisconsin,Associate's Degree,2018,0.12
Wisconsin,Bachelor's Degree,2018,0.21
Wisconsin,Graduate degree,2018,0.11
Wyoming,Not a high school graduate,2000,0.1
Wisconsin,Associate's Degree,2017,0.12
Wisconsin,High school diploma or GED,2017,0.49
Wisconsin,Not a high school graduate,2017,0.07
Wisconsin,Graduate degree,2016,0.1
Wisconsin,Bachelor's Degree,2016,0.21
Wisconsin,Associate's Degree,2016,0.12
Wisconsin,High school diploma or GED,2016,0.5
Wisconsin,Not a high school graduate,2016,0.07
Wisconsin,Graduate degree,2015,0.1
Wisconsin,Bachelor's Degree,2015,0.21
Wisconsin,Associate's Degree,2015,0.12
Wisconsin,High school diploma or GED,2015,0.5
Wisconsin,Graduate degree,2014,0.1
